route_id,origin,destination,cargo_type,containers,recommended_ship,imo_number,speed,latitude,longitude,departure_port,arrival_port,origin_country,destination_country
819,Jebel Ali,Dubai,Liquid Cargo,20,Neptune Star,9300028,15.6,25.0657,55.1713,Jebel Ali,Dubai,UAE,UAE
820,Kolkata,Singapore,Liquid Cargo,50,Neptune Star,9300019,22.4,22.5726,88.3639,Kolkata,Singapore,India,Singapore
821,Singapore,Valencia,Refrigerated Cargo,15,Atlantic Spirit,9300017,17.1,1.3521,103.8198,Singapore,Valencia,Singapore,Spain
822,Chennai,Valencia,General Cargo,5,Cargo Express,9300020,16.1,13.0827,80.2707,Chennai,Valencia,India,Spain
823,Rotterdam,Sydney,Liquid Cargo,30,Golden Wave,9300023,13.3,51.9244,4.4777,Rotterdam,Sydney,Netherlands,Australia
824,Los Angeles,Dubai,Refrigerated Cargo,25,Neptune Star,9300023,15.4,33.7405,-118.2755,Los Angeles,Dubai,USA,UAE
825,Durban,Busan,Container,40,Atlantic Spirit,9300021,14.4,-29.8587,31.0218,Durban,Busan,South Africa,South Korea
826,Sydney,Hong Kong,Refrigerated Cargo,25,Atlantic Spirit,9300022,23.1,-33.8688,151.2093,Sydney,Hong Kong,Australia,Hong Kong
827,Dubai,Durban,General Cargo,20,Blue Horizon,9300020,24.7,25.2048,55.2708,Dubai,Durban,UAE,South Africa
828,Los Angeles,Hamburg,Container,40,Neptune Star,9300027,17.6,33.7405,-118.2755,Los Angeles,Hamburg,USA,Germany
829,Kolkata,Dubai,Refrigerated Cargo,15,Cargo Express,9300027,22.5,22.5726,88.3639,Kolkata,Dubai,India,UAE
830,Jebel Ali,Kolkata,Refrigerated Cargo,30,Neptune Star,9300019,18.9,25.0657,55.1713,Jebel Ali,Kolkata,UAE,India
831,New York,Los Angeles,Refrigerated Cargo,5,Neptune Star,9300020,23.2,40.7128,-74.006,New York,Los Angeles,USA,USA
832,Chennai,Rotterdam,Refrigerated Cargo,25,Ocean Star,9300013,14.8,13.0827,80.2707,Chennai,Rotterdam,India,Netherlands
833,Chennai,Jebel Ali,Liquid Cargo,30,Atlantic Spirit,9300019,15.4,13.0827,80.2707,Chennai,Jebel Ali,India,UAE
834,Valencia,Los Angeles,Bulk Cargo,10,Atlantic Spirit,9300020,12.3,39.4699,-0.3763,Valencia,Los Angeles,Spain,USA
835,Durban,Rotterdam,Container,75,Golden Wave,9300025,19.5,-29.8587,31.0218,Durban,Rotterdam,South Africa,Netherlands
836,New York,Tokyo,Refrigerated Cargo,50,Atlantic Spirit,9300022,20.8,40.7128,-74.006,New York,Tokyo,USA,Japan
837,Mumbai,Sydney,Container,15,Golden Wave,9300027,15.7,19.076,72.8777,Mumbai,Sydney,India,Australia
838,Busan,Colombo,General Cargo,10,Golden Wave,9300028,19.4,35.1796,129.0756,Busan,Colombo,South Korea,Sri Lanka
839,Dubai,Hong Kong,Bulk Cargo,25,Global Trader,9300023,16.1,25.2048,55.2708,Dubai,Hong Kong,UAE,Hong Kong
840,Durban,Tokyo,Liquid Cargo,30,Pacific Pearl,9300015,23.5,-29.8587,31.0218,Durban,Tokyo,South Africa,Japan
841,Antwerp,Colombo,Container,5,Maritime Eagle,9300018,14.2,51.2194,4.4025,Antwerp,Colombo,Belgium,Sri Lanka
842,Hamburg,New York,General Cargo,40,Sea Voyager,9300014,14.7,53.5511,9.9937,Hamburg,New York,Germany,USA
843,Chennai,Mumbai,Refrigerated Cargo,5,Cargo Express,9300021,19.1,13.0827,80.2707,Chennai,Mumbai,India,India
844,Antwerp,Mumbai,General Cargo,15,Sea Voyager,9300016,15.4,51.2194,4.4025,Antwerp,Mumbai,Belgium,India
845,Tokyo,New York,Refrigerated Cargo,25,Global Trader,9300019,15.2,35.6762,139.6503,Tokyo,New York,Japan,USA
846,Kolkata,Dubai,General Cargo,5,Neptune Star,9300025,22.9,22.5726,88.3639,Kolkata,Dubai,India,UAE
847,Hong Kong,Busan,Bulk Cargo,75,Cargo Express,9300025,18.1,22.3193,114.1694,Hong Kong,Busan,Hong Kong,South Korea
848,Valencia,Colombo,Container,75,Blue Horizon,9300021,24.6,39.4699,-0.3763,Valencia,Colombo,Spain,Sri Lanka
849,Santos,Colombo,Bulk Cargo,75,Golden Wave,9300029,17.7,-23.9608,-46.3336,Santos,Colombo,Brazil,Sri Lanka
850,Hong Kong,Antwerp,Refrigerated Cargo,10,Neptune Star,9300019,15.0,22.3193,114.1694,Hong Kong,Antwerp,Hong Kong,Belgium
851,New York,Tokyo,General Cargo,25,Maritime Eagle,9300018,15.4,40.7128,-74.006,New York,Tokyo,USA,Japan
852,Shanghai,Valencia,Liquid Cargo,50,Blue Horizon,9300015,16.5,31.2304,121.4737,Shanghai,Valencia,China,Spain
853,Shanghai,Antwerp,Bulk Cargo,40,Cargo Express,9300021,15.9,31.2304,121.4737,Shanghai,Antwerp,China,Belgium
854,Durban,Hamburg,Refrigerated Cargo,20,Ocean Star,9300015,19.1,-29.8587,31.0218,Durban,Hamburg,South Africa,Germany
855,Valencia,Sydney,Refrigerated Cargo,40,Maritime Eagle,9300022,15.2,39.4699,-0.3763,Valencia,Sydney,Spain,Australia
856,Hamburg,New York,Liquid Cargo,20,Sea Voyager,9300018,17.5,53.5511,9.9937,Hamburg,New York,Germany,USA
857,Durban,Los Angeles,Bulk Cargo,75,Pacific Pearl,9300022,20.4,-29.8587,31.0218,Durban,Los Angeles,South Africa,USA
858,Sydney,Rotterdam,General Cargo,25,Sea Voyager,9300020,14.4,-33.8688,151.2093,Sydney,Rotterdam,Australia,Netherlands
859,Colombo,Jebel Ali,Container,50,Pacific Pearl,9300024,21.1,6.9271,79.8612,Colombo,Jebel Ali,Sri Lanka,UAE
860,Busan,Shanghai,General Cargo,75,Blue Horizon,9300013,12.6,35.1796,129.0756,Busan,Shanghai,South Korea,China
861,Dubai,Chennai,General Cargo,50,Pacific Pearl,9300016,15.5,25.2048,55.2708,Dubai,Chennai,UAE,India
862,Hamburg,Mumbai,Bulk Cargo,20,Blue Horizon,9300015,12.2,53.5511,9.9937,Hamburg,Mumbai,Germany,India
863,Sydney,New York,General Cargo,50,Cargo Express,9300021,25.0,-33.8688,151.2093,Sydney,New York,Australia,USA
864,Busan,Mumbai,General Cargo,40,Blue Horizon,9300017,12.7,35.1796,129.0756,Busan,Mumbai,South Korea,India
865,Valencia,Jebel Ali,Refrigerated Cargo,25,Blue Horizon,9300018,14.5,39.4699,-0.3763,Valencia,Jebel Ali,Spain,UAE
866,Shanghai,Kolkata,Container,50,Global Trader,9300020,17.0,31.2304,121.4737,Shanghai,Kolkata,China,India
867,Singapore,Hamburg,Liquid Cargo,10,Cargo Express,9300025,21.6,1.3521,103.8198,Singapore,Hamburg,Singapore,Germany
868,Rotterdam,Antwerp,Bulk Cargo,25,Maritime Eagle,9300025,20.9,51.9244,4.4777,Rotterdam,Antwerp,Netherlands,Belgium
869,Dubai,Singapore,Refrigerated Cargo,25,Neptune Star,9300028,18.8,25.2048,55.2708,Dubai,Singapore,UAE,Singapore
870,New York,Rotterdam,General Cargo,20,Atlantic Spirit,9300016,23.5,40.7128,-74.006,New York,Rotterdam,USA,Netherlands
871,Hamburg,Colombo,Liquid Cargo,25,Atlantic Spirit,9300017,12.2,53.5511,9.9937,Hamburg,Colombo,Germany,Sri Lanka
872,Chennai,Sydney,Liquid Cargo,5,Global Trader,9300016,12.1,13.0827,80.2707,Chennai,Sydney,India,Australia
873,Jebel Ali,Kolkata,Container,20,Atlantic Spirit,9300019,22.0,25.0657,55.1713,Jebel Ali,Kolkata,UAE,India
874,Jebel Ali,Mumbai,General Cargo,5,Golden Wave,9300024,16.4,25.0657,55.1713,Jebel Ali,Mumbai,UAE,India
875,Hong Kong,Kolkata,Refrigerated Cargo,15,Neptune Star,9300024,22.3,22.3193,114.1694,Hong Kong,Kolkata,Hong Kong,India
876,Hamburg,Hong Kong,Refrigerated Cargo,30,Neptune Star,9300025,22.3,53.5511,9.9937,Hamburg,Hong Kong,Germany,Hong Kong
877,Rotterdam,Shanghai,Bulk Cargo,15,Maritime Eagle,9300024,16.7,51.9244,4.4777,Rotterdam,Shanghai,Netherlands,China
878,Singapore,Antwerp,Refrigerated Cargo,75,Cargo Express,9300026,19.3,1.3521,103.8198,Singapore,Antwerp,Singapore,Belgium
879,Rotterdam,Durban,Refrigerated Cargo,30,Blue Horizon,9300022,19.1,51.9244,4.4777,Rotterdam,Durban,Netherlands,South Africa
880,Los Angeles,Santos,Refrigerated Cargo,15,Blue Horizon,9300013,12.9,33.7405,-118.2755,Los Angeles,Santos,USA,Brazil
881,New York,Los Angeles,Liquid Cargo,5,Neptune Star,9300020,16.8,40.7128,-74.006,New York,Los Angeles,USA,USA
882,Tokyo,Dubai,Liquid Cargo,30,Ocean Star,9300013,20.1,35.6762,139.6503,Tokyo,Dubai,Japan,UAE
883,Hamburg,Hong Kong,Refrigerated Cargo,75,Sea Voyager,9300015,20.6,53.5511,9.9937,Hamburg,Hong Kong,Germany,Hong Kong
884,Rotterdam,Valencia,Liquid Cargo,15,Cargo Express,9300022,22.0,51.9244,4.4777,Rotterdam,Valencia,Netherlands,Spain
885,New York,Hong Kong,General Cargo,10,Maritime Eagle,9300022,20.3,40.7128,-74.006,New York,Hong Kong,USA,Hong Kong
886,Antwerp,Mumbai,Container,15,Ocean Star,9300017,22.9,51.2194,4.4025,Antwerp,Mumbai,Belgium,India
887,Singapore,Hamburg,General Cargo,10,Sea Voyager,9300019,18.3,1.3521,103.8198,Singapore,Hamburg,Singapore,Germany
888,Santos,Tokyo,Bulk Cargo,100,Cargo Express,9300026,18.8,-23.9608,-46.3336,Santos,Tokyo,Brazil,Japan
889,Singapore,Tokyo,General Cargo,10,Global Trader,9300023,19.9,1.3521,103.8198,Singapore,Tokyo,Singapore,Japan
890,Rotterdam,Antwerp,Bulk Cargo,5,Sea Voyager,9300012,18.1,51.9244,4.4777,Rotterdam,Antwerp,Netherlands,Belgium
891,Valencia,Sydney,Liquid Cargo,5,Atlantic Spirit,9300017,22.3,39.4699,-0.3763,Valencia,Sydney,Spain,Australia
892,Los Angeles,Valencia,General Cargo,25,Ocean Star,9300013,21.5,33.7405,-118.2755,Los Angeles,Valencia,USA,Spain
893,Rotterdam,Valencia,Liquid Cargo,20,Sea Voyager,9300015,13.3,51.9244,4.4777,Rotterdam,Valencia,Netherlands,Spain
894,Tokyo,Rotterdam,Liquid Cargo,20,Global Trader,9300018,18.8,35.6762,139.6503,Tokyo,Rotterdam,Japan,Netherlands
895,Dubai,Santos,Liquid Cargo,10,Neptune Star,9300024,17.4,25.2048,55.2708,Dubai,Santos,UAE,Brazil
896,Hong Kong,Jebel Ali,Container,15,Maritime Eagle,9300023,23.5,22.3193,114.1694,Hong Kong,Jebel Ali,Hong Kong,UAE
897,Valencia,Tokyo,Liquid Cargo,15,Neptune Star,9300026,16.4,39.4699,-0.3763,Valencia,Tokyo,Spain,Japan
898,Durban,Colombo,Bulk Cargo,75,Atlantic Spirit,9300024,23.7,-29.8587,31.0218,Durban,Colombo,South Africa,Sri Lanka
899,Hong Kong,Colombo,Liquid Cargo,30,Maritime Eagle,9300026,22.7,22.3193,114.1694,Hong Kong,Colombo,Hong Kong,Sri Lanka
900,Hamburg,Durban,Bulk Cargo,75,Neptune Star,9300019,14.8,53.5511,9.9937,Hamburg,Durban,Germany,South Africa
